oasis_profile_code,noc_code,profile_title,unit_group_title,profile_suffix,is_unit_group_profile,unit_group_profile_count,mapping_kind,mapping_status
64312.03,64312,Airline reservation agents,Airline ticket and service agents,03,False,3,one_to_many,mapped
64313.01,64313,Ticket agents and related clerks (except airline),"Ground and water transport ticket agents, cargo service representatives and related clerks",01,False,2,one_to_many,mapped
64313.02,64313,Cargo service representatives (except airline),"Ground and water transport ticket agents, cargo service representatives and related clerks",02,False,2,one_to_many,mapped
64314.00,64314,Hotel front desk clerks,Hotel front desk clerks,00,True,1,one_to_one,mapped
64320.01,64320,Tour guides,Tour and travel guides,01,False,2,one_to_many,mapped
64320.02,64320,Travel guides,Tour and travel guides,02,False,2,one_to_many,mapped
64321.00,64321,Casino workers,Casino workers,00,True,1,one_to_one,mapped
64322.00,64322,Outdoor sport and recreational guides,Outdoor sport and recreational guides,00,True,1,one_to_one,mapped
64400.00,64400,Customer services representatives - financial institutions,Customer services representatives - financial institutions,00,True,1,one_to_one,mapped
64401.00,64401,Postal services representatives,Postal services representatives,00,True,1,one_to_one,mapped
64409.00,64409,Other customer and information services representatives,Other customer and information services representatives,00,True,1,one_to_one,mapped
64410.01,64410,Security guards,Security guards and related security service occupations,01,False,5,one_to_many,mapped
64410.02,64410,Armoured car guards,Security guards and related security service occupations,02,False,5,one_to_many,mapped
64410.03,64410,Corporate security officers,Security guards and related security service occupations,03,False,5,one_to_many,mapped
64410.04,64410,Private investigators,Security guards and related security service occupations,04,False,5,one_to_many,mapped
64410.05,64410,Retail loss prevention officers,Security guards and related security service occupations,05,False,5,one_to_many,mapped
65100.00,65100,Cashiers,Cashiers,00,True,1,one_to_one,mapped
65101.00,65101,Automotive and watercraft service station attendants,Service station attendants,00,True,1,one_to_one,mapped
65102.00,65102,"Store shelf stockers, clerks and order fillers","Store shelf stockers, clerks and order fillers",00,True,1,one_to_one,mapped
65109.01,65109,Demonstrators and direct distributors,Other sales related occupations,01,False,3,one_to_many,mapped
65109.02,65109,Door-to-door salespersons and street vendors,Other sales related occupations,02,False,3,one_to_many,mapped
65109.03,65109,Telephone solicitors and telemarketers,Other sales related occupations,03,False,3,one_to_many,mapped
65200.00,65200,Food and beverage servers,Food and beverage servers,00,True,1,one_to_one,mapped
65201.01,65201,Food counter attendants and food preparers,"Food counter attendants, kitchen helpers and related support occupations",01,False,4,one_to_many,mapped
65201.02,65201,Kitchen helpers,"Food counter attendants, kitchen helpers and related support occupations",02,False,4,one_to_many,mapped
65201.03,65201,Food service helpers,"Food counter attendants, kitchen helpers and related support occupations",03,False,4,one_to_many,mapped
65201.04,65201,Dishwashers,"Food counter attendants, kitchen helpers and related support occupations",04,False,4,one_to_many,mapped
65202.00,65202,Meat cutters and fishmongers - retail and wholesale,Meat cutters and fishmongers - retail and wholesale,00,True,1,one_to_one,mapped
65210.01,65210,Guest service attendants and baggage porters,"Support occupations in accommodation, travel and facilities set-up services",01,False,3,one_to_many,mapped
65210.02,65210,Ship and train service attendants,"Support occupations in accommodation, travel and facilities set-up services",02,False,3,one_to_many,mapped
65210.03,65210,Facilities workers,"Support occupations in accommodation, travel and facilities set-up services",03,False,3,one_to_many,mapped
65211.01,65211,Amusement attraction operators,"Operators and attendants in amusement, recreation and sport",01,False,2,one_to_many,mapped
65211.02,65211,"Attendants in amusement, recreation and sport","Operators and attendants in amusement, recreation and sport",02,False,2,one_to_many,mapped
65220.00,65220,Pet groomers and animal care workers,Pet groomers and animal care workers,00,True,1,one_to_one,mapped
65229.00,65229,Other support occupations in personal services,Other support occupations in personal services,00,True,1,one_to_one,mapped
65310.01,65310,Light duty cleaners,Light duty cleaners,01,False,2,one_to_many,mapped
65310.02,65310,Housekeepers,Light duty cleaners,02,False,2,one_to_many,mapped
65311.01,65311,Carpet and upholstery cleaners,Specialized cleaners,01,False,5,one_to_many,mapped
65311.02,65311,Chimney cleaners and sandblasters,Specialized cleaners,02,False,5,one_to_many,mapped
65311.03,65311,Furnace and ventilation system cleaners,Specialized cleaners,03,False,5,one_to_many,mapped
65311.04,65311,Vehicle cleaners,Specialized cleaners,04,False,5,one_to_many,mapped
65311.05,65311,Window cleaners,Specialized cleaners,05,False,5,one_to_many,mapped
65312.00,65312,"Janitors, caretakers and heavy-duty cleaners","Janitors, caretakers and heavy-duty cleaners",00,True,1,one_to_one,mapped
65320.01,65320,Dry cleaning and laundry machine operators,"Dry cleaning, laundry and related occupations",01,False,3,one_to_many,mapped
65320.02,65320,Dry cleaning and laundry inspectors and assemblers,"Dry cleaning, laundry and related occupations",02,False,3,one_to_many,mapped
65320.03,65320,"Ironing, pressing and finishing workers","Dry cleaning, laundry and related occupations",03,False,3,one_to_many,mapped
65329.01,65329,Beauty salon attendants,Other service support occupations,01,False,7,one_to_many,mapped
65329.02,65329,Door attendants,Other service support occupations,02,False,7,one_to_many,mapped
65329.03,65329,Funeral home attendants,Other service support occupations,03,False,7,one_to_many,mapped
65329.04,65329,Laundromat attendants,Other service support occupations,04,False,7,one_to_many,mapped
65329.05,65329,Parking lot attendants and car jockeys,Other service support occupations,05,False,7,one_to_many,mapped
65329.06,65329,Ticket takers and ushers,Other service support occupations,06,False,7,one_to_many,mapped
65329.07,65329,Other elemental service workers,Other service support occupations,07,False,7,one_to_many,mapped
70010.00,70010,Construction managers,Construction managers,00,True,1,one_to_one,mapped
70011.00,70011,Home building and renovation managers,Home building and renovation managers,00,True,1,one_to_one,mapped
70012.01,70012,Facility operation managers,Facility operation and maintenance managers,01,False,2,one_to_many,mapped
70012.02,70012,Maintenance managers,Facility operation and maintenance managers,02,False,2,one_to_many,mapped
70020.01,70020,"Transportation managers, operations",Managers in transportation,01,False,2,one_to_many,mapped
70020.02,70020,"Transportation managers, freight traffic",Managers in transportation,02,False,2,one_to_many,mapped
70021.00,70021,Postal and courier services managers,Postal and courier services managers,00,True,1,one_to_one,mapped
72010.00,72010,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",00,True,1,one_to_one,mapped
72011.00,72011,"Contractors and supervisors, electrical trades and telecommunications occupations","Contractors and supervisors, electrical trades and telecommunications occupations",00,True,1,one_to_one,mapped
72012.00,72012,"Contractors and supervisors, pipefitting trades","Contractors and supervisors, pipefitting trades",00,True,1,one_to_one,mapped
72013.00,72013,"Contractors and supervisors, carpentry trades","Contractors and supervisors, carpentry trades",00,True,1,one_to_one,mapped
72014.00,72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers","Contractors and supervisors, other construction trades, installers, repairers and servicers",00,True,1,one_to_one,mapped
72020.00,72020,"Contractors and supervisors, mechanic trades","Contractors and supervisors, mechanic trades",00,True,1,one_to_one,mapped
72021.00,72021,"Contractors and supervisors, heavy equipment operator crews","Contractors and supervisors, heavy equipment operator crews",00,True,1,one_to_one,mapped
72022.00,72022,"Supervisors, printing and related occupations","Supervisors, printing and related occupations",00,True,1,one_to_one,mapped
72023.00,72023,"Supervisors, railway transport operations","Supervisors, railway transport operations",00,True,1,one_to_one,mapped
72024.00,72024,"Supervisors, motor transport and other ground transit operators","Supervisors, motor transport and other ground transit operators",00,True,1,one_to_one,mapped
72025.00,72025,"Supervisors, mail and message distribution occupations","Supervisors, mail and message distribution occupations",00,True,1,one_to_one,mapped
72100.01,72100,Machinists,Machinists and machining and tooling inspectors,01,False,2,one_to_many,mapped
72100.02,72100,Machining and tooling inspectors,Machinists and machining and tooling inspectors,02,False,2,one_to_many,mapped
72101.01,72101,Tool and die makers,Tool and die makers,01,False,2,one_to_many,mapped
72101.02,72101,Metal mould makers and patternmakers,Tool and die makers,02,False,2,one_to_many,mapped
72102.00,72102,Sheet metal workers,Sheet metal workers,00,True,1,one_to_one,mapped
72103.00,72103,Boilermakers,Boilermakers,00,True,1,one_to_one,mapped
72104.00,72104,Structural metal and platework fabricators and fitters,Structural metal and platework fabricators and fitters,00,True,1,one_to_one,mapped
72105.00,72105,Ironworkers,Ironworkers,00,True,1,one_to_one,mapped
72106.01,72106,Welders,Welders and related machine operators,01,False,2,one_to_many,mapped
72106.02,72106,"Welding, brazing and soldering machine  operators",Welders and related machine operators,02,False,2,one_to_many,mapped
72200.00,72200,Electricians (except industrial and power system),Electricians (except industrial and power system),00,True,1,one_to_one,mapped
72201.00,72201,Industrial electricians,Industrial electricians,00,True,1,one_to_one,mapped
72202.00,72202,Power system electricians,Power system electricians,00,True,1,one_to_one,mapped
72203.00,72203,Electrical power line and cable workers,Electrical power line and cable workers,00,True,1,one_to_one,mapped
72204.00,72204,Telecommunications line and cable installers and repairers,Telecommunications line and cable installers and repairers,00,True,1,one_to_one,mapped
72205.01,72205,Telephone installers and repairers,Telecommunications equipment installation and cable television service technicians,01,False,5,one_to_many,mapped
72205.02,72205,Switch network installers and repairers,Telecommunications equipment installation and cable television service technicians,02,False,5,one_to_many,mapped
72205.03,72205,Telecommunications service testers,Telecommunications equipment installation and cable television service technicians,03,False,5,one_to_many,mapped
72205.04,72205,Telecommunications equipment technicians,Telecommunications equipment installation and cable television service technicians,04,False,5,one_to_many,mapped
72205.05,72205,Television cable service technicians,Telecommunications equipment installation and cable television service technicians,05,False,5,one_to_many,mapped
72300.00,72300,Plumbers,Plumbers,00,True,1,one_to_one,mapped
72301.01,72301,Steamfitters and pipefitters,"Steamfitters, pipefitters and sprinkler system installers",01,False,2,one_to_many,mapped
72301.02,72301,Sprinkler system installers,"Steamfitters, pipefitters and sprinkler system installers",02,False,2,one_to_many,mapped
72302.00,72302,Gas fitters,Gas fitters,00,True,1,one_to_one,mapped
72310.00,72310,Carpenters,Carpenters,00,True,1,one_to_one,mapped
72311.00,72311,Cabinetmakers,Cabinetmakers,00,True,1,one_to_one,mapped
72320.00,72320,Bricklayers,Bricklayers,00,True,1,one_to_one,mapped
72321.00,72321,Insulators,Insulators,00,True,1,one_to_one,mapped
72400.01,72400,Construction millwrights and industrial mechanics,Construction millwrights and industrial mechanics,01,False,2,one_to_many,mapped
72400.02,72400,Textile machinery mechanics and repairers,Construction millwrights and industrial mechanics,02,False,2,one_to_many,mapped
72401.00,72401,Heavy-duty equipment mechanics,Heavy-duty equipment mechanics,00,True,1,one_to_one,mapped
72402.00,72402,"Heating, refrigeration and air conditioning mechanics","Heating, refrigeration and air conditioning mechanics",00,True,1,one_to_one,mapped
72403.00,72403,Railway carmen/women,Railway carmen/women,00,True,1,one_to_one,mapped
72404.01,72404,Aircraft mechanics,Aircraft mechanics and aircraft inspectors,01,False,2,one_to_many,mapped
72404.02,72404,Aircraft inspectors,Aircraft mechanics and aircraft inspectors,02,False,2,one_to_many,mapped
72405.00,72405,Machine fitters,Machine fitters,00,True,1,one_to_one,mapped
72406.00,72406,Elevator constructors and mechanics,Elevator constructors and mechanics,00,True,1,one_to_one,mapped
72410.01,72410,Automotive service technicians,"Automotive service technicians, truck and bus mechanics and mechanical repairers",01,False,3,one_to_many,mapped
72410.02,72410,"Mechanical repairers, motor vehicle manufacturing","Automotive service technicians, truck and bus mechanics and mechanical repairers",02,False,3,one_to_many,mapped
72410.03,72410,Transport truck and trailer mechanics,"Automotive service technicians, truck and bus mechanics and mechanical repairers",03,False,3,one_to_many,mapped
72411.00,72411,"Auto body collision, refinishing and glass technicians and damage repair estimators","Auto body collision, refinishing and glass technicians and damage repair estimators",00,True,1,one_to_one,mapped
72420.00,72420,Oil and solid fuel heating mechanics,Oil and solid fuel heating mechanics,00,True,1,one_to_one,mapped
72421.01,72421,Small electrical appliance servicers and repairers,Appliance servicers and repairers,01,False,2,one_to_many,mapped
72421.02,72421,Major appliance repairers/technicians,Appliance servicers and repairers,02,False,2,one_to_many,mapped
72422.00,72422,Electrical mechanics,Electrical mechanics,00,True,1,one_to_one,mapped
72423.01,72423,"Motorcycle, all-terrain vehicle and other related mechanics","Motorcycle, all-terrain vehicle and other related mechanics",01,False,2,one_to_many,mapped
72423.02,72423,Recreation vehicle technicians,"Motorcycle, all-terrain vehicle and other related mechanics",02,False,2,one_to_many,mapped
72429.00,72429,Other small engine and small equipment repairers,Other small engine and small equipment repairers,00,True,1,one_to_one,mapped
72500.00,72500,Crane operators,Crane operators,00,True,1,one_to_one,mapped
72501.00,72501,Water well drillers,Water well drillers,00,True,1,one_to_one,mapped
72600.01,72600,Air pilots,"Air pilots, flight engineers and flying instructors",01,False,3,one_to_many,mapped
72600.02,72600,Flight engineers,"Air pilots, flight engineers and flying instructors",02,False,3,one_to_many,mapped
72600.03,72600,Flying instructors,"Air pilots, flight engineers and flying instructors",03,False,3,one_to_many,mapped
72601.01,72601,Air traffic controllers,Air traffic controllers and related occupations,01,False,3,one_to_many,mapped
72601.02,72601,Flight dispatchers,Air traffic controllers and related occupations,02,False,3,one_to_many,mapped
72601.03,72601,Flight service specialists,Air traffic controllers and related occupations,03,False,3,one_to_many,mapped
72602.00,72602,"Deck officers, water transport","Deck officers, water transport",00,True,1,one_to_one,mapped
72603.00,72603,"Engineer officers, water transport","Engineer officers, water transport",00,True,1,one_to_one,mapped
72604.01,72604,Railway traffic controllers,Railway traffic controllers and marine traffic regulators,01,False,2,one_to_many,mapped
72604.02,72604,Marine traffic regulators,Railway traffic controllers and marine traffic regulators,02,False,2,one_to_many,mapped
72999.01,72999,Gunsmiths,Other technical trades and related occupations,01,False,6,one_to_many,mapped
72999.02,72999,Locksmiths,Other technical trades and related occupations,02,False,6,one_to_many,mapped
72999.03,72999,Safe and vault servicers,Other technical trades and related occupations,03,False,6,one_to_many,mapped
72999.04,72999,Saw fitters,Other technical trades and related occupations,04,False,6,one_to_many,mapped
72999.05,72999,Die setters,Other technical trades and related occupations,05,False,6,one_to_many,mapped
72999.06,72999,Commercial divers,Other technical trades and related occupations,06,False,6,one_to_many,mapped
73100.00,73100,Concrete finishers,Concrete finishers,00,True,1,one_to_one,mapped
73101.00,73101,Tilesetters,Tilesetters,00,True,1,one_to_one,mapped
73102.01,73102,Plasterers,"Plasterers, drywall installers and finishers and lathers",01,False,3,one_to_many,mapped
73102.02,73102,Drywall installers and finishers,"Plasterers, drywall installers and finishers and lathers",02,False,3,one_to_many,mapped
73102.03,73102,Lathers,"Plasterers, drywall installers and finishers and lathers",03,False,3,one_to_many,mapped
73110.01,73110,Roofers,Roofers and shinglers,01,False,2,one_to_many,mapped
73110.02,73110,Shinglers,Roofers and shinglers,02,False,2,one_to_many,mapped
73111.00,73111,Glaziers,Glaziers,00,True,1,one_to_one,mapped
73112.00,73112,Painters and decorators (except interior decorators),Painters and decorators (except interior decorators),00,True,1,one_to_one,mapped
73113.00,73113,Floor covering installers,Floor covering installers,00,True,1,one_to_one,mapped
73200.00,73200,Residential and commercial installers and servicers,Residential and commercial installers and servicers,00,True,1,one_to_one,mapped
73201.00,73201,General building maintenance workers and building superintendents,General building maintenance workers and building superintendents,00,True,1,one_to_one,mapped
73202.00,73202,Pest controllers and fumigators,Pest controllers and fumigators,00,True,1,one_to_one,mapped
73209.00,73209,Other repairers and servicers,Other repairers and servicers,00,True,1,one_to_one,mapped
73300.01,73300,Long-haul transport truck drivers,Transport truck drivers,01,False,2,one_to_many,mapped
73300.02,73300,Short-haul and local transport truck drivers,Transport truck drivers,02,False,2,one_to_many,mapped
73301.01,73301,Bus and streetcar drivers,"Bus drivers, subway operators and other transit operators",01,False,3,one_to_many,mapped
73301.02,73301,School bus drivers,"Bus drivers, subway operators and other transit operators",02,False,3,one_to_many,mapped
73301.03,73301,Subway train and light rail transit operators,"Bus drivers, subway operators and other transit operators",03,False,3,one_to_many,mapped
73310.01,73310,Railway locomotive engineers,Railway and yard locomotive engineers,01,False,2,one_to_many,mapped
73310.02,73310,Yard locomotive engineers,Railway and yard locomotive engineers,02,False,2,one_to_many,mapped
73311.01,73311,Railway conductors,Railway conductors and brakemen/women,01,False,2,one_to_many,mapped
73311.02,73311,Brakemen,Railway conductors and brakemen/women,02,False,2,one_to_many,mapped
73400.00,73400,Heavy equipment operators,Heavy equipment operators,00,True,1,one_to_one,mapped
73401.00,73401,Printing press operators,Printing press operators,00,True,1,one_to_one,mapped
73402.01,73402,"Drillers - surface mining, quarrying and construction","Drillers and blasters - surface mining, quarrying and construction",01,False,2,one_to_many,mapped
73402.02,73402,"Blasters - surface mining, quarrying and construction","Drillers and blasters - surface mining, quarrying and construction",02,False,2,one_to_many,mapped
74100.01,74100,Mail sorters,Mail and parcel sorters and related occupations,01,False,2,one_to_many,mapped
74100.02,74100,Mailroom clerks,Mail and parcel sorters and related occupations,02,False,2,one_to_many,mapped
74101.00,74101,Letter carriers,Letter carriers,00,True,1,one_to_one,mapped
74102.00,74102,Couriers and messengers,Couriers and messengers,00,True,1,one_to_one,mapped
74200.01,74200,Railway yard  workers,Railway yard and track maintenance workers,01,False,2,one_to_many,mapped
74200.02,74200,Railway track maintenance workers,Railway yard and track maintenance workers,02,False,2,one_to_many,mapped
74201.01,74201,Engine room crew - water transport,Water transport deck and engine room crew,01,False,2,one_to_many,mapped
74201.02,74201,"Deck crew, water transport",Water transport deck and engine room crew,02,False,2,one_to_many,mapped
74202.00,74202,Air transport ramp attendants,Air transport ramp attendants,00,True,1,one_to_one,mapped
74203.00,74203,Automotive and heavy truck and equipment parts installers and servicers,Automotive and heavy truck and equipment parts installers and servicers,00,True,1,one_to_one,mapped
74204.01,74204,Waterworks maintenance workers,Utility maintenance workers,01,False,2,one_to_many,mapped
74204.02,74204,Gas maintenance workers,Utility maintenance workers,02,False,2,one_to_many,mapped
74205.00,74205,Public works maintenance equipment operators and related workers,Public works maintenance equipment operators and related workers,00,True,1,one_to_one,mapped
75100.00,75100,Longshore workers,Longshore workers,00,True,1,one_to_one,mapped
75101.01,75101,Material handlers (manual),Material handlers,01,False,2,one_to_many,mapped
75101.02,75101,Material handlers (equipment operators),Material handlers,02,False,2,one_to_many,mapped
75110.00,75110,Construction trades helpers and labourers,Construction trades helpers and labourers,00,True,1,one_to_one,mapped
75119.00,75119,Other trades helpers and labourers,Other trades helpers and labourers,00,True,1,one_to_one,mapped
75200.01,75200,Taxi and limousine drivers,Taxi and limousine drivers and chauffeurs,01,False,2,one_to_many,mapped
75200.02,75200,Chauffeurs,Taxi and limousine drivers and chauffeurs,02,False,2,one_to_many,mapped
75201.00,75201,Delivery service drivers and door-to-door distributors,Delivery service drivers and door-to-door distributors,00,True,1,one_to_one,mapped
75210.01,75210,Lock equipment operators,Boat and cable ferry operators and related occupations,01,False,4,one_to_many,mapped
75210.02,75210,Cable ferry operators,Boat and cable ferry operators and related occupations,02,False,4,one_to_many,mapped
75210.03,75210,Ferry terminal workers,Boat and cable ferry operators and related occupations,03,False,4,one_to_many,mapped
75210.04,75210,Boat operators,Boat and cable ferry operators and related occupations,04,False,4,one_to_many,mapped
75211.01,75211,Railway labourers,Railway and motor transport labourers,01,False,2,one_to_many,mapped
75211.02,75211,Motor transport labourers,Railway and motor transport labourers,02,False,2,one_to_many,mapped
75212.00,75212,Public works and maintenance labourers,Public works and maintenance labourers,00,True,1,one_to_one,mapped
80010.00,80010,Managers in natural resources production and fishing,Managers in natural resources production and fishing,00,True,1,one_to_one,mapped
80020.00,80020,Managers in agriculture,Managers in agriculture,00,True,1,one_to_one,mapped
80021.00,80021,Managers in horticulture,Managers in horticulture,00,True,1,one_to_one,mapped
80022.00,80022,Managers in aquaculture,Managers in aquaculture,00,True,1,one_to_one,mapped
82010.00,82010,"Supervisors, logging and forestry","Supervisors, logging and forestry",00,True,1,one_to_one,mapped
82020.00,82020,"Supervisors, mining and quarrying","Supervisors, mining and quarrying",00,True,1,one_to_one,mapped
82021.00,82021,"Contractors and supervisors, oil and gas drilling and services","Contractors and supervisors, oil and gas drilling and services",00,True,1,one_to_one,mapped
82030.01,82030,Agricultural service contractors,Agricultural service contractors and farm supervisors,01,False,2,one_to_many,mapped
82030.02,82030,Farm supervisors,Agricultural service contractors and farm supervisors,02,False,2,one_to_many,mapped
82031.00,82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services","Contractors and supervisors, landscaping, grounds maintenance and horticulture services",00,True,1,one_to_one,mapped
83100.00,83100,Underground production and development miners,Underground production and development miners,00,True,1,one_to_one,mapped
83101.01,83101,Oil and gas well drillers and well servicers,"Oil and gas well drillers, servicers, testers and related workers",01,False,2,one_to_many,mapped
83101.02,83101,"Oil and gas well loggers, testers and related workers","Oil and gas well drillers, servicers, testers and related workers",02,False,2,one_to_many,mapped
83110.00,83110,Logging machinery operators,Logging machinery operators,00,True,1,one_to_one,mapped
83120.00,83120,Fishing masters and officers,Fishing masters and officers,00,True,1,one_to_one,mapped
83121.00,83121,Fishermen/women,Fishermen/women,00,True,1,one_to_one,mapped
84100.00,84100,Underground mine service and support workers,Underground mine service and support workers,00,True,1,one_to_one,mapped
84101.01,84101,Oil and gas well drilling workers,Oil and gas well drilling and related workers and services operators,01,False,2,one_to_many,mapped
84101.02,84101,Oil and gas well service operators,Oil and gas well drilling and related workers and services operators,02,False,2,one_to_many,mapped
84110.00,84110,Chain saw and skidder operators,Chain saw and skidder operators,00,True,1,one_to_one,mapped
84111.00,84111,Silviculture and forestry workers,Silviculture and forestry workers,00,True,1,one_to_one,mapped
84120.01,84120,Specialized livestock workers,Specialized livestock workers and farm machinery operators,01,False,2,one_to_many,mapped
84120.02,84120,Farm machinery operators,Specialized livestock workers and farm machinery operators,02,False,2,one_to_many,mapped
84121.00,84121,Fishing vessel deckhands,Fishing vessel deckhands,00,True,1,one_to_one,mapped
85100.00,85100,Livestock labourers,Livestock labourers,00,True,1,one_to_one,mapped
85101.00,85101,Harvesting labourers,Harvesting labourers,00,True,1,one_to_one,mapped
85102.00,85102,Aquaculture and marine harvest labourers,Aquaculture and marine harvest labourers,00,True,1,one_to_one,mapped
85103.00,85103,Nursery and greenhouse labourers,Nursery and greenhouse labourers,00,True,1,one_to_one,mapped
85104.00,85104,Trappers and hunters,Trappers and hunters,00,True,1,one_to_one,mapped
85110.00,85110,Mine labourers,Mine labourers,00,True,1,one_to_one,mapped
85111.00,85111,"Oil and gas drilling, servicing and related labourers","Oil and gas drilling, servicing and related labourers",00,True,1,one_to_one,mapped
85120.00,85120,Logging and forestry labourers,Logging and forestry labourers,00,True,1,one_to_one,mapped
85121.00,85121,Landscaping and grounds maintenance labourers,Landscaping and grounds maintenance labourers,00,True,1,one_to_one,mapped
90010.00,90010,Manufacturing managers,Manufacturing managers,00,True,1,one_to_one,mapped
90011.01,90011,Water supply managers,Utilities managers,01,False,5,one_to_many,mapped
90011.02,90011,Electrical power distribution managers,Utilities managers,02,False,5,one_to_many,mapped
90011.03,90011,Natural gas and petroleum supply managers,Utilities managers,03,False,5,one_to_many,mapped
90011.04,90011,Water pollution control managers,Utilities managers,04,False,5,one_to_many,mapped
90011.05,90011,Waste systems managers,Utilities managers,05,False,5,one_to_many,mapped
92010.00,92010,"Supervisors, mineral and metal processing","Supervisors, mineral and metal processing",00,True,1,one_to_one,mapped
92011.00,92011,"Supervisors, petroleum, gas and chemical processing and utilities","Supervisors, petroleum, gas and chemical processing and utilities",00,True,1,one_to_one,mapped
92012.00,92012,"Supervisors, food and beverage processing","Supervisors, food and beverage processing",00,True,1,one_to_one,mapped
92013.00,92013,"Supervisors, plastic and rubber products manufacturing","Supervisors, plastic and rubber products manufacturing",00,True,1,one_to_one,mapped
92014.00,92014,"Supervisors, forest products processing","Supervisors, forest products processing",00,True,1,one_to_one,mapped
92015.00,92015,"Supervisors, textile, fabric, fur and leather products processing and manufacturing","Supervisors, textile, fabric, fur and leather products processing and manufacturing",00,True,1,one_to_one,mapped
92020.00,92020,"Supervisors, motor vehicle assembling","Supervisors, motor vehicle assembling",00,True,1,one_to_one,mapped
92021.00,92021,"Supervisors, electronics and electrical products manufacturing","Supervisors, electronics and electrical products manufacturing",00,True,1,one_to_one,mapped
92022.00,92022,"Supervisors, furniture and fixtures manufacturing","Supervisors, furniture and fixtures manufacturing",00,True,1,one_to_one,mapped
92023.00,92023,"Supervisors, other mechanical and metal products manufacturing","Supervisors, other mechanical and metal products manufacturing",00,True,1,one_to_one,mapped
92024.00,92024,"Supervisors, other products manufacturing and assembly","Supervisors, other products manufacturing and assembly",00,True,1,one_to_one,mapped
92100.01,92100,Power engineers,Power engineers and power systems operators,01,False,2,one_to_many,mapped
92100.02,92100,Power systems operators,Power engineers and power systems operators,02,False,2,one_to_many,mapped
92101.01,92101,Water treatment plant operators,Water and waste treatment plant operators,01,False,2,one_to_many,mapped
92101.02,92101,Liquid waste plant operators,Water and waste treatment plant operators,02,False,2,one_to_many,mapped
93100.00,93100,"Central control and process operators, mineral and metal processing","Central control and process operators, mineral and metal processing",00,True,1,one_to_one,mapped
93101.00,93101,"Central control and process operators, petroleum, gas and chemical processing","Central control and process operators, petroleum, gas and chemical processing",00,True,1,one_to_one,mapped
93102.00,93102,"Pulping, papermaking and coating control operators","Pulping, papermaking and coating control operators",00,True,1,one_to_one,mapped
93200.01,93200,Aircraft assemblers,Aircraft assemblers and aircraft assembly inspectors,01,False,2,one_to_many,mapped
93200.02,93200,Aircraft assembly inspectors,Aircraft assemblers and aircraft assembly inspectors,02,False,2,one_to_many,mapped
94100.00,94100,"Machine operators, mineral and metal processing","Machine operators, mineral and metal processing",00,True,1,one_to_one,mapped
94101.01,94101,Mouldmakers and coremakers,Foundry workers,01,False,3,one_to_many,mapped
94101.02,94101,Metal casters,Foundry workers,02,False,3,one_to_many,mapped
94101.03,94101,Foundry furnace operators,Foundry workers,03,False,3,one_to_many,mapped
94102.01,94102,Glass process control operators,Glass forming and finishing machine operators and glass cutters,01,False,4,one_to_many,mapped
94102.02,94102,Glass forming machine operators,Glass forming and finishing machine operators and glass cutters,02,False,4,one_to_many,mapped
94102.03,94102,Glass finishing machine operators,Glass forming and finishing machine operators and glass cutters,03,False,4,one_to_many,mapped
94102.04,94102,Glass cutters,Glass forming and finishing machine operators and glass cutters,04,False,4,one_to_many,mapped
94103.01,94103,Concrete products forming and finiching machine operators and workers,"Concrete, clay and stone forming operators",01,False,3,one_to_many,mapped
94103.02,94103,Clay products forming and finishing machine operators,"Concrete, clay and stone forming operators",02,False,3,one_to_many,mapped
94103.03,94103,Stone forming and finishing workers,"Concrete, clay and stone forming operators",03,False,3,one_to_many,mapped
94104.00,94104,"Inspectors and testers, mineral and metal processing","Inspectors and testers, mineral and metal processing",00,True,1,one_to_one,mapped
94105.01,94105,Metalworking machine operators,Metalworking and forging machine operators,01,False,2,one_to_many,mapped
94105.02,94105,Forging machine operators,Metalworking and forging machine operators,02,False,2,one_to_many,mapped
94106.00,94106,Machining tool operators,Machining tool operators,00,True,1,one_to_one,mapped
94107.00,94107,Machine operators of other metal products,Machine operators of other metal products,00,True,1,one_to_one,mapped
94110.00,94110,Chemical plant machine operators,Chemical plant machine operators,00,True,1,one_to_one,mapped
94111.01,94111,Mixing machine operators - plastic processing,Plastics processing machine operators,01,False,4,one_to_many,mapped
94111.02,94111,Calendering process operators - plastic processing,Plastics processing machine operators,02,False,4,one_to_many,mapped
94111.03,94111,Extruding process operators - plastic processing,Plastics processing machine operators,03,False,4,one_to_many,mapped
94111.04,94111,Moulding process operators - plastic processing,Plastics processing machine operators,04,False,4,one_to_many,mapped
94112.01,94112,Rubber processing machine operators,Rubber processing machine operators and related workers,01,False,3,one_to_many,mapped
94112.02,94112,"Assemblers, rubber products",Rubber processing machine operators and related workers,02,False,3,one_to_many,mapped
94112.03,94112,Rubber products inspectors,Rubber processing machine operators and related workers,03,False,3,one_to_many,mapped
94120.00,94120,Sawmill machine operators,Sawmill machine operators,00,True,1,one_to_one,mapped
94121.00,94121,"Pulp mill, papermaking and finishing machine operators","Pulp mill, papermaking and finishing machine operators",00,True,1,one_to_one,mapped
94122.00,94122,Paper converting machine operators,Paper converting machine operators,00,True,1,one_to_one,mapped
