oasis_profile_code,noc_code,profile_title,unit_group_title,profile_suffix,is_unit_group_profile,unit_group_profile_count,mapping_kind,mapping_status
94123.01,94123,Lumber graders,Lumber graders and other wood processing inspectors and graders,01,False,2,one_to_many,mapped
94123.02,94123,Other wood processing inspectors and graders,Lumber graders and other wood processing inspectors and graders,02,False,2,one_to_many,mapped
94124.00,94124,Woodworking machine operators,Woodworking machine operators,00,True,1,one_to_one,mapped
94129.00,94129,Other wood processing machine operators,Other wood processing machine operators,00,True,1,one_to_one,mapped
94130.01,94130,"Textile fibre, yarn, hide and pelt processing machine operators","Textile fibre and yarn, hide and pelt processing machine operators and workers",01,False,2,one_to_many,mapped
94130.02,94130,"Textile, hide and pelt dyeing and finishing machine operators","Textile fibre and yarn, hide and pelt processing machine operators and workers",02,False,2,one_to_many,mapped
94131.00,94131,"Weavers, knitters and other fabric making occupations","Weavers, knitters and other fabric making occupations",00,True,1,one_to_one,mapped
94132.00,94132,Industrial sewing machine operators,Industrial sewing machine operators,00,True,1,one_to_one,mapped
94133.00,94133,"Inspectors and graders, textile, fabric, fur and leather products manufacturing","Inspectors and graders, textile, fabric, fur and leather products manufacturing",00,True,1,one_to_one,mapped
94140.01,94140,"Process control operators, food and beverage processing","Process control and machine operators, food and beverage processing",01,False,2,one_to_many,mapped
94140.02,94140,"Machine operators, food and beverage processing","Process control and machine operators, food and beverage processing",02,False,2,one_to_many,mapped
94141.01,94141,Industrial butchers,"Industrial butchers and meat cutters, poultry preparers and related workers",01,False,3,one_to_many,mapped
94141.02,94141,Industrial meat cutters,"Industrial butchers and meat cutters, poultry preparers and related workers",02,False,3,one_to_many,mapped
94141.03,94141,Poultry preparers,"Industrial butchers and meat cutters, poultry preparers and related workers",03,False,3,one_to_many,mapped
94142.01,94142,Fish and seafood plant machine operators,Fish and seafood plant workers,01,False,2,one_to_many,mapped
94142.02,94142,Fish and seafood plant cutters and cleaners,Fish and seafood plant workers,02,False,2,one_to_many,mapped
94143.00,94143,"Testers and graders, food and beverage processing","Testers and graders, food and beverage processing",00,True,1,one_to_one,mapped
94150.00,94150,Plateless printing equipment operators,Plateless printing equipment operators,00,True,1,one_to_one,mapped
94151.01,94151,"Graphic arts camera operators, scanner operators, film strippers and assemblers","Camera, platemaking and other prepress occupations",01,False,3,one_to_many,mapped
94151.02,94151,Etchers and engravers,"Camera, platemaking and other prepress occupations",02,False,3,one_to_many,mapped
94151.03,94151,"Prepress technicians, platemakers, proofmakers, and pre-flight/file-preparation operators","Camera, platemaking and other prepress occupations",03,False,3,one_to_many,mapped
94152.00,94152,Binding and finishing machine operators,Binding and finishing machine operators,00,True,1,one_to_one,mapped
94153.00,94153,Photographic and film processors,Photographic and film processors,00,True,1,one_to_one,mapped
94200.01,94200,Motor vehicle assemblers,"Motor vehicle assemblers, inspectors and testers",01,False,2,one_to_many,mapped
94200.02,94200,Motor vehicle inspectors and testers,"Motor vehicle assemblers, inspectors and testers",02,False,2,one_to_many,mapped
94201.01,94201,Electronics assemblers and fabricators,"Electronics assemblers, fabricators, inspectors and testers",01,False,2,one_to_many,mapped
94201.02,94201,Electronics inspectors and testers,"Electronics assemblers, fabricators, inspectors and testers",02,False,2,one_to_many,mapped
94202.01,94202,"Assemblers, electrical appliance, apparatus and equipment manufacturing","Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",01,False,2,one_to_many,mapped
94202.02,94202,"Inspectors and testers, electrical appliance,  apparatus and equipment manufacturing","Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",02,False,2,one_to_many,mapped
94203.01,94203,"Assemblers, industrial electrical motors and transformers","Assemblers, fabricators and inspectors, industrial electrical motors and transformers",01,False,3,one_to_many,mapped
94203.02,94203,"Electrical fitters and wirers, industrial electrical motors and transformers","Assemblers, fabricators and inspectors, industrial electrical motors and transformers",02,False,3,one_to_many,mapped
94203.03,94203,"Inspectors, industrial electrical motors and transformers","Assemblers, fabricators and inspectors, industrial electrical motors and transformers",03,False,3,one_to_many,mapped
94204.01,94204,Mechanical assemblers,Mechanical assemblers and inspectors,01,False,2,one_to_many,mapped
94204.02,94204,Mechanical inspectors,Mechanical assemblers and inspectors,02,False,2,one_to_many,mapped
94205.01,94205,Machine operators in electrical apparatus manufacturing,"Machine operators and inspectors, electrical apparatus manufacturing",01,False,2,one_to_many,mapped
94205.02,94205,Inspectors and testers in electrical apparatus manufacturing,"Machine operators and inspectors, electrical apparatus manufacturing",02,False,2,one_to_many,mapped
94210.01,94210,Furniture and fixture assemblers,"Furniture and fixture assemblers, finishers, refinishers and inspectors",01,False,4,one_to_many,mapped
94210.02,94210,Furniture finishers,"Furniture and fixture assemblers, finishers, refinishers and inspectors",02,False,4,one_to_many,mapped
94210.03,94210,Furniture refinishers,"Furniture and fixture assemblers, finishers, refinishers and inspectors",03,False,4,one_to_many,mapped
94210.04,94210,Furniture and fixture inspectors,"Furniture and fixture assemblers, finishers, refinishers and inspectors",04,False,4,one_to_many,mapped
94211.01,94211,Other wood products assemblers,Assemblers and inspectors of other wood products,01,False,2,one_to_many,mapped
94211.02,94211,Other wood products inspectors,Assemblers and inspectors of other wood products,02,False,2,one_to_many,mapped
94212.01,94212,Plastic products assemblers and finishers,"Plastic products assemblers, finishers and inspectors",01,False,2,one_to_many,mapped
94212.02,94212,Plastic products inspectors,"Plastic products assemblers, finishers and inspectors",02,False,2,one_to_many,mapped
94213.01,94213,Industrial painters and coaters,"Industrial painters, coaters and metal finishing process operators",01,False,2,one_to_many,mapped
94213.02,94213,Industrial metal finishing process operators,"Industrial painters, coaters and metal finishing process operators",02,False,2,one_to_many,mapped
94219.01,94219,Product assemblers and finishers,"Other products assemblers, finishers and inspectors",01,False,2,one_to_many,mapped
94219.02,94219,Product inspectors,"Other products assemblers, finishers and inspectors",02,False,2,one_to_many,mapped
95100.00,95100,Labourers in mineral and metal processing,Labourers in mineral and metal processing,00,True,1,one_to_one,mapped
95101.00,95101,Labourers in metal fabrication,Labourers in metal fabrication,00,True,1,one_to_one,mapped
95102.00,95102,Labourers in chemical products processing and utilities,Labourers in chemical products processing and utilities,00,True,1,one_to_one,mapped
95103.00,95103,"Labourers in wood, pulp and paper processing","Labourers in wood, pulp and paper processing",00,True,1,one_to_one,mapped
95104.00,95104,Labourers in rubber and plastic products manufacturing,Labourers in rubber and plastic products manufacturing,00,True,1,one_to_one,mapped
95105.01,95105,Labourers in textile processing,Labourers in textile processing and cutting,01,False,4,one_to_many,mapped
95105.02,95105,Fabric cutters,Labourers in textile processing and cutting,02,False,4,one_to_many,mapped
95105.03,95105,Fur cutters,Labourers in textile processing and cutting,03,False,4,one_to_many,mapped
95105.04,95105,Leather cutters,Labourers in textile processing and cutting,04,False,4,one_to_many,mapped
95106.00,95106,Labourers in food and beverage processing,Labourers in food and beverage processing,00,True,1,one_to_one,mapped
95107.00,95107,Labourers in fish and seafood processing,Labourers in fish and seafood processing,00,True,1,one_to_one,mapped
95109.00,95109,"Other labourers in processing, manufacturing and utilities","Other labourers in processing, manufacturing and utilities",00,True,1,one_to_one,mapped
